pelayanan_id,poli_id,pelayanan_nm,pelayanan_jml
6060,4,Tindakan Medik dan Terapi Kecil I (IBS) Dengan Anestesi Elastic Verban (IBS) Dengan Anestesi VIP,72500
6061,4,Tindakan Medik dan Terapi Kecil I (IBS) Dengan Anestesi Elastic Verban (IBS) Dengan Anestesi VVIP,72500
6062,4,Tindakan Medik dan Terapi Kecil I (IGD) Elastic Verban (VK) Kelas I,49400
6063,4,Tindakan Medik dan Terapi Kecil I (IGD) Elastic Verban (VK) Kelas II,68000
6064,4,Tindakan Medik dan Terapi Kecil I (IGD) Elastic Verban (VK) Kelas III,29900
6065,4,Tindakan Medik dan Terapi Kecil I (IGD) Elastic Verban (VK) UTAMA,60800
6066,4,Tindakan Medik dan Terapi Kecil I (IGD) Elastic Verban (VK) VIP,72500
6067,4,Tindakan Medik dan Terapi Kecil I (ISO) Transfusi Darah (ISO) Kelas III,206250
6068,4,Tindakan Medik dan Terapi Kecil I (RI) Elastic Verban Kelas I,49400
6069,4,Tindakan Medik dan Terapi Kecil I (RI) Elastic Verban Kelas II,38000
6070,4,Tindakan Medik dan Terapi Kecil I (RI) Elastic Verban Kelas III,29900
6071,4,Tindakan Medik dan Terapi Kecil I (RI) Elastic Verban UTAMA,60800
6072,4,Tindakan Medik dan Terapi Kecil I (RI) Elastic Verban VIP,72500
6073,4,Tindakan Medik dan Terapi Kecil I (RI) Transfusi Darah Kelas I,165000
6074,4,Tindakan Medik dan Terapi Kecil I (RI) Transfusi Darah Kelas II,165000
6075,4,Tindakan Medik dan Terapi Kecil I (RI) Transfusi Darah Kelas III,165000
6076,4,Tindakan Medik dan Terapi Kecil I (RI) Transfusi Darah UTAMA,165000
6077,4,Tindakan Medik dan Terapi Kecil I (RI) Transfusi Darah VIP,165000
6078,4,Tindakan Medik dan Terapi Kecil III (IBS) Water Seal Drainage (WSD) (IBS) Kelas I,412404
6079,4,Tindakan Medik dan Terapi Kecil III (IBS) Water Seal Drainage (WSD) (IBS) Kelas II,360800
6080,4,Tindakan Medik dan Terapi Kecil III (IBS) Water Seal Drainage (WSD) (IBS) Kelas III,340500
6081,4,Tindakan Medik dan Terapi Kecil III (IBS) Water Seal Drainage (WSD) (IBS) UTAMA,464008
6082,4,Tindakan Medik dan Terapi Kecil III (IBS) Water Seal Drainage (WSD) (IBS) VIP,516970
6083,4,Tindakan Medik dan Terapi Kecil III (IBS) Water Seal Drainage (WSD) (IBS) VVIP,516970
6084,4,Tindakan Medik dan Terapi Kecil III (IBS) Dengan Anestesi Water Seal Drainage (WSD) (IBS) Dengan Anestesi Kelas I,412404
6085,4,Tindakan Medik dan Terapi Kecil III (IBS) Dengan Anestesi Water Seal Drainage (WSD) (IBS) Dengan Anestesi Kelas II,360800
6086,4,Tindakan Medik dan Terapi Kecil III (IBS) Dengan Anestesi Water Seal Drainage (WSD) (IBS) Dengan Anestesi Kelas III,340500
6087,4,Tindakan Medik dan Terapi Kecil III (IBS) Dengan Anestesi Water Seal Drainage (WSD) (IBS) Dengan Anestesi UTAMA,464008
6088,4,Tindakan Medik dan Terapi Kecil III (IBS) Dengan Anestesi Water Seal Drainage (WSD) (IBS) Dengan Anestesi VIP,516970
6089,4,Tindakan Medik dan Terapi Kecil III (IBS) Dengan Anestesi Water Seal Drainage (WSD) (IBS) Dengan Anestesi VVIP,516970
6090,4,Tindakan Medik dan Terapi Kecil III (IGD) Water Seal Drainage (WSD) (IGD) Kelas II,496600
6091,4,Tindakan Medik dan Terapi Khusus (IBS) Water Sealed Drainage (khusus) (IBS) Kelas I,276000
6092,4,Tindakan Medik dan Terapi Khusus (IBS) Water Sealed Drainage (khusus) (IBS) Kelas II,219000
6093,4,Tindakan Medik dan Terapi Khusus (IBS) Water Sealed Drainage (khusus) (IBS) UTAMA,333000
6094,4,Tindakan Medik dan Terapi Khusus (IBS) Water Sealed Drainage (khusus) (IBS) VIP,391500
6095,4,Tindakan Medik dan Terapi Khusus dengan Anestesi Water Sealed Drainage (khusus) dengan Anestesi Kelas I,276000
6096,4,Tindakan Medik dan Terapi Khusus dengan Anestesi Water Sealed Drainage (khusus) dengan Anestesi Kelas II,219000
6097,4,Tindakan Medik dan Terapi Khusus dengan Anestesi Water Sealed Drainage (khusus) dengan Anestesi UTAMA,333000
6098,4,Tindakan Medik dan Terapi Khusus dengan Anestesi Water Sealed Drainage (khusus) dengan Anestesi VIP,391500
6099,4,Tindakan Medik dan Terapi Khusus dengan Anestesi Water Sealed Drainage (khusus) dengan Anestesi VVIP,391500
6100,4,Tindakan Medik dan Terapi Sederhana I Buka Jahitan Kelas I,16800
6101,4,Tindakan Medik dan Terapi Sederhana I Buka Jahitan Kelas II,13000
6102,4,Tindakan Medik dan Terapi Sederhana I Buka Jahitan Kelas III,9600
6103,4,Tindakan Medik dan Terapi Sederhana I Buka Jahitan UTAMA,20600
6104,4,Tindakan Medik dan Terapi Sederhana I Buka Jahitan VIP,24500
6105,4,Tindakan Medik dan Terapi Sederhana I (IBS) Buka Jahitan (IBS) Kelas I,16800
6106,4,Tindakan Medik dan Terapi Sederhana I (IBS) Buka Jahitan (IBS) Kelas II,13000
6107,4,Tindakan Medik dan Terapi Sederhana I (IBS) Buka Jahitan (IBS) Kelas III,9600
6108,4,Tindakan Medik dan Terapi Sederhana I (IBS) Buka Jahitan (IBS) UTAMA,20600
6109,4,Tindakan Medik dan Terapi Sederhana I (IBS) Buka Jahitan (IBS) VIP,24500
6110,4,Tindakan Medik dan Terapi Sederhana I (IBS) Dengan Anestesi Buka Jahitan (IBS) Dengan Anestesi Kelas I,16800
6111,4,Tindakan Medik dan Terapi Sederhana I (IBS) Dengan Anestesi Buka Jahitan (IBS) Dengan Anestesi Kelas II,13000
6112,4,Tindakan Medik dan Terapi Sederhana I (IBS) Dengan Anestesi Buka Jahitan (IBS) Dengan Anestesi Kelas III,9600
6113,4,Tindakan Medik dan Terapi Sederhana I (IBS) Dengan Anestesi Buka Jahitan (IBS) Dengan Anestesi UTAMA,20600
6114,4,Tindakan Medik dan Terapi Sederhana I (IBS) Dengan Anestesi Buka Jahitan (IBS) Dengan Anestesi VIP,24500
6115,4,Tindakan Medik dan Terapi Sederhana I (IBS) Dengan Anestesi Buka Jahitan (IBS) Dengan Anestesi VVIP,24500
6116,4,Tindakan Medik dan Terapi Sederhana I (IGD) Buka Jahitan (VK) Kelas I,16800
6117,4,Tindakan Medik dan Terapi Sederhana I (IGD) Buka Jahitan (VK) Kelas II,23000
6118,4,Tindakan Medik dan Terapi Sederhana I (IGD) Buka Jahitan (VK) Kelas III,9600
6119,4,Tindakan Medik dan Terapi Sederhana I (IGD) Buka Jahitan (VK) UTAMA,20600
6120,4,Tindakan Medik dan Terapi Sederhana I (IGD) Buka Jahitan (VK) VIP,24500
6121,4,Tindakan Medik dan Terapi Sederhana I (RI) Buka Jahitan Kelas I,16800
6122,4,Tindakan Medik dan Terapi Sederhana I (RI) Buka Jahitan Kelas II,13000
6123,4,Tindakan Medik dan Terapi Sederhana I (RI) Buka Jahitan Kelas III,9600
6124,4,Tindakan Medik dan Terapi Sederhana I (RI) Buka Jahitan UTAMA,20600
6125,4,Tindakan Medik dan Terapi Sederhana I (RI) Buka Jahitan VIP,24500
6126,4,Tindakan Medik dan Terapi Sederhana I (RJ) Buka Jahitan Kelas I,16800
6127,4,Tindakan Medik dan Terapi Sederhana I (RJ) Buka Jahitan Kelas II,13000
6128,4,Tindakan Medik dan Terapi Sederhana I (RJ) Buka Jahitan Kelas III,9600
6129,4,Tindakan Medik dan Terapi Sederhana I (RJ) Buka Jahitan UTAMA,20600
6130,4,Tindakan Medik dan Terapi Sederhana I (RJ) Buka Jahitan VIP,24500
6131,4,Tindakan Medik Kecil Debridement Luka Kotor Kelas I,49400
6132,4,Tindakan Medik Kecil Debridement Luka Kotor Kelas II,38000
6133,4,Tindakan Medik Kecil Debridement Luka Kotor Kelas III,29900
6134,4,Tindakan Medik Kecil Debridement Luka Kotor UTAMA,60800
6135,4,Tindakan Medik Kecil Debridement Luka Kotor VIP,72500
6136,4,Tindakan Medik Kecil (IBS) Debridement Luka Kotor (IBS) Kelas I,49400
6137,4,Tindakan Medik Kecil (IBS) Debridement Luka Kotor (IBS) Kelas II,38000
6138,4,Tindakan Medik Kecil (IBS) Debridement Luka Kotor (IBS) Kelas III,29900
6139,4,Tindakan Medik Kecil (IBS) Debridement Luka Kotor (IBS) UTAMA,60800
6140,4,Tindakan Medik Kecil (IBS) Debridement Luka Kotor (IBS) VIP,72500
6141,4,Tindakan Medik Kecil (IGD) Debridement Luka Kotor (VK) Kelas I,49400
6142,4,Tindakan Medik Kecil (IGD) Debridement Luka Kotor (VK) Kelas II,68000
6143,4,Tindakan Medik Kecil (IGD) Debridement Luka Kotor (VK) Kelas III,29900
6144,4,Tindakan Medik Kecil (IGD) Debridement Luka Kotor (VK) UTAMA,60800
6145,4,Tindakan Medik Kecil (IGD) Debridement Luka Kotor (VK) VIP,72500
6146,4,Tindakan Medik Kecil (RI) Debridement Luka Kotor Kelas I,49400
6147,4,Tindakan Medik Kecil (RI) Debridement Luka Kotor Kelas II,38000
6148,4,Tindakan Medik Kecil (RI) Debridement Luka Kotor Kelas III,29900
6149,4,Tindakan Medik Kecil (RI) Debridement Luka Kotor UTAMA,60800
6150,4,Tindakan Medik Kecil (RI) Debridement Luka Kotor VIP,72500
6151,4,Tindakan Medik Kecil (RJ) Debridement Luka Kotor Kelas I,49400
6152,4,Tindakan Medik Kecil (RJ) Debridement Luka Kotor Kelas II,38000
6153,4,Tindakan Medik Kecil (RJ) Debridement Luka Kotor Kelas III,29900
6154,4,Tindakan Medik Kecil (RJ) Debridement Luka Kotor UTAMA,60800
6155,4,Tindakan Medik Kecil (RJ) Debridement Luka Kotor VIP,72500
6156,4,Tindakan Medik Kecil Dengan Anestesi Debridement Luka Kotor (IBS) Dengan Anestesi Kelas I,49400
6157,4,Tindakan Medik Kecil Dengan Anestesi Debridement Luka Kotor (IBS) Dengan Anestesi Kelas II,38000
6158,4,Tindakan Medik Kecil Dengan Anestesi Debridement Luka Kotor (IBS) Dengan Anestesi Kelas III,29900
6159,4,Tindakan Medik Kecil Dengan Anestesi Debridement Luka Kotor (IBS) Dengan Anestesi UTAMA,60800
6160,4,Tindakan Medik Kecil Dengan Anestesi Debridement Luka Kotor (IBS) Dengan Anestesi VIP,72500
6161,4,Tindakan Medik Kecil Dengan Anestesi Debridement Luka Kotor (IBS) Dengan Anestesi VVIP,72500
6162,4,"Tindakan Medik Operatif Acetabuloplasty (salter innomunate,pemberton,dega) kasus panggul Kelas I",1716840
6163,4,"Tindakan Medik Operatif Acetabuloplasty (salter innomunate,pemberton,dega) kasus panggul Kelas II",1387000
6164,4,"Tindakan Medik Operatif Acetabuloplasty (salter innomunate,pemberton,dega) kasus panggul Kelas III",996500
6165,4,"Tindakan Medik Operatif Acetabuloplasty (salter innomunate,pemberton,dega) kasus panggul UTAMA",2046680
6166,4,"Tindakan Medik Operatif Acetabuloplasty (salter innomunate,pemberton,dega) kasus panggul VIP",2385200
6167,4,Tindakan Medik Operatif Amputasi (besar) Kelas III,996500
6168,4,Tindakan Medik Operatif Angkat K wire tanpa anasthesia regional Kelas I,815028
6169,4,Tindakan Medik Operatif Angkat K wire tanpa anasthesia regional Kelas II,666600
6170,4,Tindakan Medik Operatif Angkat K wire tanpa anasthesia regional Kelas III,608000
6171,4,Tindakan Medik Operatif Angkat K wire tanpa anasthesia regional UTAMA,963456
6172,4,Tindakan Medik Operatif Angkat K wire tanpa anasthesia regional VIP,1115790
6173,4,Tindakan Medik Operatif Anterior cruciate ligament reconstruction Kelas I,1341380
6174,4,Tindakan Medik Operatif Anterior cruciate ligament reconstruction Kelas II,1094000
6175,4,Tindakan Medik Operatif Anterior cruciate ligament reconstruction Kelas III,996500
6176,4,Tindakan Medik Operatif Anterior cruciate ligament reconstruction UTAMA,1588760
6177,4,Tindakan Medik Operatif Anterior cruciate ligament reconstruction VIP,1842650
6178,4,Tindakan Medik Operatif Anterior disectomy for correction of scollosis Kelas I,1716840
6179,4,Tindakan Medik Operatif Anterior disectomy for correction of scollosis Kelas II,1387000
6180,4,Tindakan Medik Operatif Anterior disectomy for correction of scollosis Kelas III,996500
6181,4,Tindakan Medik Operatif Anterior disectomy for correction of scollosis UTAMA,2046680
6182,4,Tindakan Medik Operatif Anterior disectomy for correction of scollosis VIP,2385200
6183,4,"Tindakan Medik Operatif Artery, large, injury, repair with grafting Kelas I",1716840
6184,4,"Tindakan Medik Operatif Artery, large, injury, repair with grafting Kelas II",1387000
6185,4,"Tindakan Medik Operatif Artery, large, injury, repair with grafting Kelas III",996500
6186,4,"Tindakan Medik Operatif Artery, large, injury, repair with grafting UTAMA",2046680
6187,4,"Tindakan Medik Operatif Artery, large, injury, repair with grafting VIP",2385200
6188,4,Tindakan Medik Operatif Arthrodesis Kelas III,996500
6189,4,"Tindakan Medik Operatif Arthrodesis Orif,DHS Kelas I",1341380
6190,4,"Tindakan Medik Operatif Arthrodesis Orif,DHS Kelas II",1094000
6191,4,"Tindakan Medik Operatif Arthrodesis Orif,DHS Kelas III",996500
6192,4,"Tindakan Medik Operatif Arthrodesis Orif,DHS UTAMA",1588760
6193,4,"Tindakan Medik Operatif Arthrodesis Orif,DHS VIP",1842650
6194,4,Tindakan Medik Operatif Arthroscopy Debridement Knee Kelas I,815028
6195,4,Tindakan Medik Operatif Arthroscopy Debridement Knee Kelas II,666600
6196,4,Tindakan Medik Operatif Arthroscopy Debridement Knee Kelas III,608000
6197,4,Tindakan Medik Operatif Arthroscopy Debridement Knee UTAMA,963456
6198,4,Tindakan Medik Operatif Arthroscopy Debridement Knee VIP,1115790
6199,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (besar) Kelas I,1341380
6200,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (besar) Kelas II,1094000
6201,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (besar) Kelas III,996500
6202,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (besar) UTAMA,1588760
6203,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (besar) VIP,1842650
6204,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (sedang) Kelas I,815028
6205,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (sedang) Kelas II,666600
6206,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (sedang) Kelas III,829500
6207,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (sedang) UTAMA,963456
6208,4,Tindakan Medik Operatif Arthroscopy Debridement Shoulder (sedang) VIP,1115790
6209,4,Tindakan Medik Operatif Arthroscopy Diagnostic Kelas I,815028
6210,4,Tindakan Medik Operatif Arthroscopy Diagnostic Kelas II,666600
6211,4,Tindakan Medik Operatif Arthroscopy Diagnostic Kelas III,608000
6212,4,Tindakan Medik Operatif Arthroscopy Diagnostic UTAMA,963456
6213,4,Tindakan Medik Operatif Arthroscopy Diagnostic VIP,1115790
6214,4,Tindakan Medik Operatif Arthroscopy Diagnostic Shoulder (besar) Kelas I,1341380
6215,4,Tindakan Medik Operatif Arthroscopy Diagnostic Shoulder (besar) Kelas II,1094000
6216,4,Tindakan Medik Operatif Arthroscopy Diagnostic Shoulder (besar) Kelas III,996500
6217,4,Tindakan Medik Operatif Arthroscopy Diagnostic Shoulder (besar) UTAMA,1588760
6218,4,Tindakan Medik Operatif Arthroscopy Diagnostic Shoulder (besar) VIP,1842650
6219,4,Tindakan Medik Operatif Arthroscopy Diagnostic Shoulder (sedang) Kelas III,608000
6220,4,"Tindakan Medik Operatif Arthroscopy meniscectomy, Arthrsocopy, synevectomy knee Kelas I",1341380
6221,4,"Tindakan Medik Operatif Arthroscopy meniscectomy, Arthrsocopy, synevectomy knee Kelas II",1094000
6222,4,"Tindakan Medik Operatif Arthroscopy meniscectomy, Arthrsocopy, synevectomy knee Kelas III",996500
6223,4,"Tindakan Medik Operatif Arthroscopy meniscectomy, Arthrsocopy, synevectomy knee UTAMA",1588760
6224,4,"Tindakan Medik Operatif Arthroscopy meniscectomy, Arthrsocopy, synevectomy knee VIP",1842650
6225,4,Tindakan Medik Operatif Arthroscopy meniscus repair Kelas I,1341380
6226,4,Tindakan Medik Operatif Arthroscopy meniscus repair Kelas II,1094000
6227,4,Tindakan Medik Operatif Arthroscopy meniscus repair Kelas III,996500
6228,4,Tindakan Medik Operatif Arthroscopy meniscus repair UTAMA,1588760
6229,4,Tindakan Medik Operatif Arthroscopy meniscus repair VIP,1842650
6230,4,Tindakan Medik Operatif Arthroscopy remove loose body Kelas I,1341380
6231,4,Tindakan Medik Operatif Arthroscopy remove loose body Kelas II,1094000
6232,4,Tindakan Medik Operatif Arthroscopy remove loose body Kelas III,996500
6233,4,Tindakan Medik Operatif Arthroscopy remove loose body UTAMA,1588760
6234,4,Tindakan Medik Operatif Arthroscopy remove loose body VIP,1842650
6235,4,Tindakan Medik Operatif Arthroscopy remove loose body shoulder Kelas I,1341380
6236,4,Tindakan Medik Operatif Arthroscopy remove loose body shoulder Kelas II,1094000
6237,4,Tindakan Medik Operatif Arthroscopy remove loose body shoulder Kelas III,996500
6238,4,Tindakan Medik Operatif Arthroscopy remove loose body shoulder UTAMA,1588760
6239,4,Tindakan Medik Operatif Arthroscopy remove loose body shoulder VIP,1842650
6240,4,Tindakan Medik Operatif Autogenus condrocyte implanation Kelas I,1716840
6241,4,Tindakan Medik Operatif Autogenus condrocyte implanation Kelas II,1387000
6242,4,Tindakan Medik Operatif Autogenus condrocyte implanation Kelas III,996500
6243,4,Tindakan Medik Operatif Autogenus condrocyte implanation UTAMA,2046680
6244,4,Tindakan Medik Operatif Autogenus condrocyte implanation VIP,2385200
6245,4,Tindakan Medik Operatif Biopsy Kelas III,996500
6246,4,Tindakan Medik Operatif Biopsy vertebra (1 level) Kelas I,815028
6247,4,Tindakan Medik Operatif Biopsy vertebra (1 level) Kelas II,666600
6248,4,Tindakan Medik Operatif Biopsy vertebra (1 level) Kelas III,608000
6249,4,Tindakan Medik Operatif Biopsy vertebra (1 level) UTAMA,963456
6250,4,Tindakan Medik Operatif Biopsy vertebra (1 level) VIP,1115790
6251,4,Tindakan Medik Operatif Body Cast Kelas I,815028
6252,4,Tindakan Medik Operatif Body Cast Kelas II,666600
6253,4,Tindakan Medik Operatif Body Cast Kelas III,608000
6254,4,Tindakan Medik Operatif Body Cast UTAMA,963456
6255,4,Tindakan Medik Operatif Body Cast VIP,1115790
6256,4,Tindakan Medik Operatif Bone graft (besar) Kelas I,1341380
6257,4,Tindakan Medik Operatif Bone graft (besar) Kelas II,1094000
6258,4,Tindakan Medik Operatif Bone graft (besar) Kelas III,996500
6259,4,Tindakan Medik Operatif Bone graft (besar) UTAMA,1588760
6260,4,Tindakan Medik Operatif Bone graft (besar) VIP,1842650
6261,4,Tindakan Medik Operatif Bone graft only Kelas I,815028
6262,4,Tindakan Medik Operatif Bone graft only Kelas II,666600
6263,4,Tindakan Medik Operatif Bone graft only Kelas III,608000
6264,4,Tindakan Medik Operatif Bone graft only UTAMA,963456
6265,4,Tindakan Medik Operatif Bone graft only VIP,1115790
6266,4,Tindakan Medik Operatif Bone open biopsy Kelas I,815028
6267,4,Tindakan Medik Operatif Bone open biopsy Kelas II,666600
6268,4,Tindakan Medik Operatif Bone open biopsy Kelas III,608000
6269,4,Tindakan Medik Operatif Bone open biopsy UTAMA,963456
6270,4,Tindakan Medik Operatif Bone open biopsy VIP,1115790
6271,4,Tindakan Medik Operatif Bony bridge release pada kasus tarsal coalition Kelas I,1341380
6272,4,Tindakan Medik Operatif Bony bridge release pada kasus tarsal coalition Kelas II,1094000
6273,4,Tindakan Medik Operatif Bony bridge release pada kasus tarsal coalition Kelas III,996500
6274,4,Tindakan Medik Operatif Bony bridge release pada kasus tarsal coalition UTAMA,1588760
6275,4,Tindakan Medik Operatif Bony bridge release pada kasus tarsal coalition VIP,1842650
6276,4,Tindakan Medik Operatif Bony procedur pada CTEV Kelas I,1716840
6277,4,Tindakan Medik Operatif Bony procedur pada CTEV Kelas II,1387000
6278,4,Tindakan Medik Operatif Bony procedur pada CTEV Kelas III,996500
6279,4,Tindakan Medik Operatif Bony procedur pada CTEV UTAMA,2046680
6280,4,Tindakan Medik Operatif Bony procedur pada CTEV VIP,2385200
6281,4,Tindakan Medik Operatif Bony reconstruction pada ekstremitas bawah anak Kelas I,1716840
6282,4,Tindakan Medik Operatif Bony reconstruction pada ekstremitas bawah anak Kelas II,1716840
6283,4,Tindakan Medik Operatif Bony reconstruction pada ekstremitas bawah anak Kelas III,996500
6284,4,Tindakan Medik Operatif Bony reconstruction pada ekstremitas bawah anak UTAMA,2046680
6285,4,Tindakan Medik Operatif Bony reconstruction pada ekstremitas bawah anak VIP,2385200
6286,4,Tindakan Medik Operatif Bristow procedure Kelas I,1715840
6287,4,Tindakan Medik Operatif Bristow procedure Kelas II,1386000
6288,4,Tindakan Medik Operatif Bristow procedure Kelas III,996500
6289,4,Tindakan Medik Operatif Bristow procedure UTAMA,2045680
6290,4,Tindakan Medik Operatif Bristow procedure VIP,2384200
6291,4,"Tindakan Medik Operatif Carpus delayed/non unien, rekontruksion Kelas I",1716840
6292,4,"Tindakan Medik Operatif Carpus delayed/non unien, rekontruksion Kelas II",1387000
6293,4,"Tindakan Medik Operatif Carpus delayed/non unien, rekontruksion Kelas III",996500
6294,4,"Tindakan Medik Operatif Carpus delayed/non unien, rekontruksion UTAMA",2046680
6295,4,"Tindakan Medik Operatif Carpus delayed/non unien, rekontruksion VIP",2385200
6296,4,"Tindakan Medik Operatif Carpus, Fracture/dislocation, reduksi terbuka dan fiksasi interna Kelas I",1341380
6297,4,"Tindakan Medik Operatif Carpus, Fracture/dislocation, reduksi terbuka dan fiksasi interna Kelas II",1094000
6298,4,"Tindakan Medik Operatif Carpus, Fracture/dislocation, reduksi terbuka dan fiksasi interna Kelas III",996500
6299,4,"Tindakan Medik Operatif Carpus, Fracture/dislocation, reduksi terbuka dan fiksasi interna UTAMA",1588760
6300,4,"Tindakan Medik Operatif Carpus, Fracture/dislocation, reduksi terbuka dan fiksasi interna VIP",1842650
6301,4,Tindakan Medik Operatif CDH Kelas III,996500
6302,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur femur pada anak Kelas I,1341380
6303,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur femur pada anak Kelas II,1094000
6304,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur femur pada anak Kelas III,996500
6305,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur femur pada anak UTAMA,1588760
6306,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur femur pada anak VIP,1842650
6307,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur harris I/II Kelas I,1341380
6308,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur harris I/II Kelas II,1094000
6309,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur harris I/II Kelas III,996500
6310,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur harris I/II UTAMA,1588760
6311,4,Tindakan Medik Operatif Closed reduction dan pemasangan fraktur harris I/II VIP,1842650
6312,4,Tindakan Medik Operatif Closed reduksi + pasang gips Kelas I,815028
6313,4,Tindakan Medik Operatif Closed reduksi + pasang gips Kelas II,666600
6314,4,Tindakan Medik Operatif Closed reduksi + pasang gips Kelas III,608000
6315,4,Tindakan Medik Operatif Closed reduksi + pasang gips UTAMA,963456
6316,4,Tindakan Medik Operatif Closed reduksi + pasang gips VIP,1115790
6317,4,Tindakan Medik Operatif CP Correction Kelas I,1716840
6318,4,Tindakan Medik Operatif CP Correction Kelas II,1387000
6319,4,Tindakan Medik Operatif CP Correction Kelas III,996500
6320,4,Tindakan Medik Operatif CP Correction UTAMA,2046680
6321,4,Tindakan Medik Operatif CP Correction VIP,2385200
6322,4,Tindakan Medik Operatif Crashed necrosis Kelas I,1341380
6323,4,Tindakan Medik Operatif Crashed necrosis Kelas II,1094000
6324,4,Tindakan Medik Operatif Crashed necrosis Kelas III,996500
6325,4,Tindakan Medik Operatif Crashed necrosis UTAMA,1588760
6326,4,Tindakan Medik Operatif Crashed necrosis VIP,1842650
6327,4,"Tindakan Medik Operatif CTEV, CDH Kelas I",1716840
6328,4,"Tindakan Medik Operatif CTEV, CDH Kelas II",1387000
6329,4,"Tindakan Medik Operatif CTEV, CDH Kelas III",996500
6330,4,"Tindakan Medik Operatif CTEV, CDH UTAMA",2046680
6331,4,"Tindakan Medik Operatif CTEV, CDH VIP",2385200
6332,4,Tindakan Medik Operatif Debridement Kelas I,815028
6333,4,Tindakan Medik Operatif Debridement Kelas II,666600
6334,4,Tindakan Medik Operatif Debridement Kelas III,608000
6335,4,Tindakan Medik Operatif Debridement UTAMA,963456
6336,4,Tindakan Medik Operatif Debridement VIP,1115790
6337,4,Tindakan Medik Operatif Debridement dan soft tissue release pada infeksi sendi Kelas III,996500
6338,4,Tindakan Medik Operatif Debridement fraktur terbuka pada anak Kelas I,815028
6339,4,Tindakan Medik Operatif Debridement fraktur terbuka pada anak Kelas II,666600
6340,4,Tindakan Medik Operatif Debridement fraktur terbuka pada anak Kelas III,608000
6341,4,Tindakan Medik Operatif Debridement fraktur terbuka pada anak UTAMA,963456
6342,4,Tindakan Medik Operatif Debridement fraktur terbuka pada anak VIP,1115790
6343,4,Tindakan Medik Operatif Decompresion Bilateral Kelas I,1341380
6344,4,Tindakan Medik Operatif Decompresion Bilateral Kelas II,1094000
6345,4,Tindakan Medik Operatif Decompresion Bilateral Kelas III,996500
6346,4,Tindakan Medik Operatif Decompresion Bilateral UTAMA,1588760
6347,4,Tindakan Medik Operatif Decompresion Bilateral VIP,1842500
6348,4,Tindakan Medik Operatif Defect (single digit) Kelas III,996500
6349,4,Tindakan Medik Operatif DHS Kelas III,996500
6350,4,Tindakan Medik Operatif Discograph (1 level) Kelas I,1341380
6351,4,Tindakan Medik Operatif Discograph (1 level) Kelas II,1094000
6352,4,Tindakan Medik Operatif Discograph (1 level) Kelas III,996500
6353,4,Tindakan Medik Operatif Discograph (1 level) UTAMA,1588760
6354,4,Tindakan Medik Operatif Discograph (1 level) VIP,1842650
6355,4,Tindakan Medik Operatif Discograph (multilevel) Kelas I,1341380
6356,4,Tindakan Medik Operatif Discograph (multilevel) Kelas II,1094000
6357,4,Tindakan Medik Operatif Discograph (multilevel) Kelas III,996500
6358,4,Tindakan Medik Operatif Discograph (multilevel) UTAMA,1588760
6359,4,Tindakan Medik Operatif Discograph (multilevel) VIP,1842650
6360,4,Tindakan Medik Operatif Eksisi tumor jaringan lunak kecil Kelas I,815028
6361,4,Tindakan Medik Operatif Eksisi tumor jaringan lunak kecil Kelas II,666600
6362,4,Tindakan Medik Operatif Eksisi tumor jaringan lunak kecil Kelas III,608000
6363,4,Tindakan Medik Operatif Eksisi tumor jaringan lunak kecil UTAMA,963456
6364,4,Tindakan Medik Operatif Eksisi tumor jaringan lunak kecil VIP,1115790
6365,4,Tindakan Medik Operatif Eksplorasi corpus aleneum Kelas I,1341380
6366,4,Tindakan Medik Operatif Eksplorasi corpus aleneum Kelas II,1094000
6367,4,Tindakan Medik Operatif Eksplorasi corpus aleneum Kelas III,996500
6368,4,Tindakan Medik Operatif Eksplorasi corpus aleneum UTAMA,1588760
6369,4,Tindakan Medik Operatif Eksplorasi corpus aleneum VIP,1842650
6370,4,"Tindakan Medik Operatif Elbow, tenis elbow, release Kelas I",1716840
6371,4,"Tindakan Medik Operatif Elbow, tenis elbow, release Kelas II",1387000
6372,4,"Tindakan Medik Operatif Elbow, tenis elbow, release Kelas III",996500
6373,4,"Tindakan Medik Operatif Elbow, tenis elbow, release UTAMA",2046680
